provider,region,pricing_model,vcpu,ram_gb,price_per_hour
Azure,europe,spot,4,64,0.379015
Azure,europe,spot,8,8,0.298272
Azure,europe,spot,8,16,0.325228
Azure,europe,spot,8,32,0.379474
Azure,europe,spot,8,64,0.484437
Azure,europe,spot,8,128,0.695859
Azure,europe,spot,16,16,0.537759
Azure,europe,spot,16,32,0.594017
Azure,europe,spot,16,64,0.70214
Azure,europe,spot,16,128,0.905325
Azure,europe,spot,32,32,1.007304
Azure,europe,spot,32,64,1.122694
Azure,europe,spot,32,128,1.325708
Azure,us-east,1yr-reserved,1,2,0.115583
Azure,us-east,1yr-reserved,1,4,0.125612
Azure,us-east,1yr-reserved,1,8,0.142711
Azure,us-east,1yr-reserved,1,16,0.174682
Azure,us-east,1yr-reserved,2,2,0.15062
Azure,us-east,1yr-reserved,2,4,0.157772
Azure,us-east,1yr-reserved,2,8,0.176428
Azure,us-east,1yr-reserved,2,16,0.208329
Azure,us-east,1yr-reserved,2,32,0.2771
Azure,us-east,1yr-reserved,4,4,0.228142
Azure,us-east,1yr-reserved,4,8,0.245319
Azure,us-east,1yr-reserved,4,16,0.279186
Azure,us-east,1yr-reserved,4,32,0.350778
Azure,us-east,1yr-reserved,4,64,0.485984
Azure,us-east,1yr-reserved,8,8,0.3824
Azure,us-east,1yr-reserved,8,16,0.412874
Azure,us-east,1yr-reserved,8,32,0.490272
Azure,us-east,1yr-reserved,8,64,0.612086
Azure,us-east,1yr-reserved,8,128,0.890356
Azure,us-east,1yr-reserved,16,16,0.696073
Azure,us-east,1yr-reserved,16,32,0.759167
Azure,us-east,1yr-reserved,16,64,0.895814
Azure,us-east,1yr-reserved,16,128,1.166257
Azure,us-east,1yr-reserved,32,32,1.296453
Azure,us-east,1yr-reserved,32,64,1.450823
Azure,us-east,1yr-reserved,32,128,1.697341
Azure,us-east,3yr-reserved,1,2,0.105192
Azure,us-east,3yr-reserved,1,4,0.11432
Azure,us-east,3yr-reserved,1,8,0.129882
Azure,us-east,3yr-reserved,1,16,0.158978
Azure,us-east,3yr-reserved,2,2,0.137079
Azure,us-east,3yr-reserved,2,4,0.143588
Azure,us-east,3yr-reserved,2,8,0.160567
Azure,us-east,3yr-reserved,2,16,0.189601
Azure,us-east,3yr-reserved,2,32,0.252189
Azure,us-east,3yr-reserved,4,4,0.207633
Azure,us-east,3yr-reserved,4,8,0.223265
Azure,us-east,3yr-reserved,4,16,0.254088
Azure,us-east,3yr-reserved,4,32,0.319244
Azure,us-east,3yr-reserved,4,64,0.442295
Azure,us-east,3yr-reserved,8,8,0.348023
Azure,us-east,3yr-reserved,8,16,0.375758
Azure,us-east,3yr-reserved,8,32,0.446198
Azure,us-east,3yr-reserved,8,64,0.557061
Azure,us-east,3yr-reserved,8,128,0.810315
Azure,us-east,3yr-reserved,16,16,0.633497
Azure,us-east,3yr-reserved,16,32,0.690919
Azure,us-east,3yr-reserved,16,64,0.815282
Azure,us-east,3yr-reserved,16,128,1.061413
Azure,us-east,3yr-reserved,32,32,1.179905
Azure,us-east,3yr-reserved,32,64,1.320397
Azure,us-east,3yr-reserved,32,128,1.544754
Azure,us-east,on-demand,1,2,0.13438
Azure,us-east,on-demand,1,4,0.14604
Azure,us-east,on-demand,1,8,0.16592
Azure,us-east,on-demand,1,16,0.20309
Azure,us-east,on-demand,2,2,0.175115
Azure,us-east,on-demand,2,4,0.18343
Azure,us-east,on-demand,2,8,0.20512
Azure,us-east,on-demand,2,16,0.2422099999999999
Azure,us-east,on-demand,2,32,0.322165
Azure,us-east,on-demand,4,4,0.265245
Azure,us-east,on-demand,4,8,0.285215
Azure,us-east,on-demand,4,16,0.32459
Azure,us-east,on-demand,4,32,0.407825
Azure,us-east,on-demand,4,64,0.56502
Azure,us-east,on-demand,8,8,0.44459
Azure,us-east,on-demand,8,16,0.48002
Azure,us-east,on-demand,8,32,0.570005
Azure,us-east,on-demand,8,64,0.71163
Azure,us-east,on-demand,8,128,1.035155
Azure,us-east,on-demand,16,16,0.8092750000000001
Azure,us-east,on-demand,16,32,0.88263
Azure,us-east,on-demand,16,64,1.0415
Azure,us-east,on-demand,16,128,1.355925
Azure,us-east,on-demand,32,32,1.507295
Azure,us-east,on-demand,32,64,1.68677
Azure,us-east,on-demand,32,128,1.97338
Azure,us-east,spot,1,2,0.080614
Azure,us-east,spot,1,4,0.087609
Azure,us-east,spot,1,8,0.099535
Azure,us-east,spot,1,16,0.121833
Azure,us-east,spot,2,2,0.105051
Azure,us-east,spot,2,4,0.110039
Azure,us-east,spot,2,8,0.123051
Azure,us-east,spot,2,16,0.145301
Azure,us-east,spot,2,32,0.193266
Azure,us-east,spot,4,4,0.15912
Azure,us-east,spot,4,8,0.171099
Azure,us-east,spot,4,16,0.19472
Azure,us-east,spot,4,32,0.244653
Azure,us-east,spot,4,64,0.338954
Azure,us-east,spot,8,8,0.266708
Azure,us-east,spot,8,16,0.287962
Azure,us-east,spot,8,32,0.341944
Azure,us-east,spot,8,64,0.426904
Azure,us-east,spot,8,128,0.620986
Azure,us-east,spot,16,16,0.485481
Azure,us-east,spot,16,32,0.529487
Azure,us-east,spot,16,64,0.624792
Azure,us-east,spot,16,128,0.813415
Azure,us-east,spot,32,32,0.904221
Azure,us-east,spot,32,64,1.011887
Azure,us-east,spot,32,128,1.183824
Azure,us-west,1yr-reserved,1,2,0.125758
Azure,us-west,1yr-reserved,1,4,0.135404
Azure,us-west,1yr-reserved,1,8,0.153652
Azure,us-west,1yr-reserved,1,16,0.189811
Azure,us-west,1yr-reserved,2,2,0.162244
Azure,us-west,1yr-reserved,2,4,0.169198
Azure,us-west,1yr-reserved,2,8,0.189699
Azure,us-west,1yr-reserved,2,16,0.229032
Azure,us-west,1yr-reserved,2,32,0.303007
Azure,us-west,1yr-reserved,4,4,0.244747
Azure,us-west,1yr-reserved,4,8,0.264861
Azure,us-west,1yr-reserved,4,16,0.303549
Azure,us-west,1yr-reserved,4,32,0.37502
Azure,us-west,1yr-reserved,4,64,0.525318
Azure,us-west,1yr-reserved,8,8,0.410698
Azure,us-west,1yr-reserved,8,16,0.451739
Azure,us-west,1yr-reserved,8,32,0.520359
Azure,us-west,1yr-reserved,8,64,0.665113
Azure,us-west,1yr-reserved,8,128,0.974166
Azure,us-west,1yr-reserved,16,16,0.743457
Azure,us-west,1yr-reserved,16,32,0.817405
Azure,us-west,1yr-reserved,16,64,0.9572
Azure,us-west,1yr-reserved,16,128,1.269299
Azure,us-west,1yr-reserved,32,32,1.429969
Azure,us-west,1yr-reserved,32,64,1.560905
Azure,us-west,1yr-reserved,32,128,1.826174
Azure,us-west,3yr-reserved,1,2,0.114453
Azure,us-west,3yr-reserved,1,4,0.123232
Azure,us-west,3yr-reserved,1,8,0.139839
Azure,us-west,3yr-reserved,1,16,0.172747
Azure,us-west,3yr-reserved,2,2,0.147659
Azure,us-west,3yr-reserved,2,4,0.153988
Azure,us-west,3yr-reserved,2,8,0.172646
Azure,us-west,3yr-reserved,2,16,0.208443
Azure,us-west,3yr-reserved,2,32,0.275767
Azure,us-west,3yr-reserved,4,4,0.222745
Azure,us-west,3yr-reserved,4,8,0.24105
Azure,us-west,3yr-reserved,4,16,0.27626
Azure,us-west,3yr-reserved,4,32,0.341307
Azure,us-west,3yr-reserved,4,64,0.478093
Azure,us-west,3yr-reserved,8,8,0.373777
Azure,us-west,3yr-reserved,8,16,0.411128
Azure,us-west,3yr-reserved,8,32,0.47358
Azure,us-west,3yr-reserved,8,64,0.605321
Azure,us-west,3yr-reserved,8,128,0.886591
Azure,us-west,3yr-reserved,16,16,0.676621
Azure,us-west,3yr-reserved,16,32,0.743922
Azure,us-west,3yr-reserved,16,64,0.87115
Azure,us-west,3yr-reserved,16,128,1.155192
Azure,us-west,3yr-reserved,32,32,1.301418
Azure,us-west,3yr-reserved,32,64,1.420583
Azure,us-west,3yr-reserved,32,128,1.662005
Azure,us-west,on-demand,1,2,0.14621
Azure,us-west,on-demand,1,4,0.157425
Azure,us-west,on-demand,1,8,0.17864
Azure,us-west,on-demand,1,16,0.22068
Azure,us-west,on-demand,2,2,0.18863
Azure,us-west,on-demand,2,4,0.196715
Azure,us-west,on-demand,2,8,0.22055
Azure,us-west,on-demand,2,16,0.2662799999999999
Azure,us-west,on-demand,2,32,0.352285
Azure,us-west,on-demand,4,4,0.2845499999999999
Azure,us-west,on-demand,4,8,0.3079349999999999
Azure,us-west,on-demand,4,16,0.352915
Azure,us-west,on-demand,4,32,0.43601
Azure,us-west,on-demand,4,64,0.61075
Azure,us-west,on-demand,8,8,0.4774899999999999
Azure,us-west,on-demand,8,16,0.5252049999999999
Azure,us-west,on-demand,8,32,0.604985
Azure,us-west,on-demand,8,64,0.77328
Azure,us-west,on-demand,8,128,1.132595
Azure,us-west,on-demand,16,16,0.864365
Azure,us-west,on-demand,16,32,0.95034
Azure,us-west,on-demand,16,64,1.11287
Azure,us-west,on-demand,16,128,1.475725
Azure,us-west,on-demand,32,32,1.662525
Azure,us-west,on-demand,32,64,1.814755
Azure,us-west,on-demand,32,128,2.123165
Azure,us-west,spot,1,2,0.087711
Azure,us-west,spot,1,4,0.094439
Azure,us-west,spot,1,8,0.107166
Azure,us-west,spot,1,16,0.132385
Azure,us-west,spot,2,2,0.113158
Azure,us-west,spot,2,4,0.118009
Azure,us-west,spot,2,8,0.132307
Azure,us-west,spot,2,16,0.15974
Azure,us-west,spot,2,32,0.211335
Azure,us-west,spot,4,4,0.170701
Azure,us-west,spot,4,8,0.184729
Azure,us-west,spot,4,16,0.211712
Azure,us-west,spot,4,32,0.261561
Azure,us-west,spot,4,64,0.366387
Azure,us-west,spot,8,8,0.286445
Azure,us-west,spot,8,16,0.315069
Azure,us-west,spot,8,32,0.362928
Azure,us-west,spot,8,64,0.463888
Azure,us-west,spot,8,128,0.67944
Azure,us-west,spot,16,16,0.51853
Azure,us-west,spot,16,32,0.570106
Azure,us-west,spot,16,64,0.667607
Azure,us-west,spot,16,128,0.885282
Azure,us-west,spot,32,32,0.997343
Azure,us-west,spot,32,64,1.088665
Azure,us-west,spot,32,128,1.273679
GCP,asia,1yr-reserved,1,2,0.129645
GCP,asia,1yr-reserved,1,4,0.14104
GCP,asia,1yr-reserved,1,8,0.158355
GCP,asia,1yr-reserved,1,16,0.20066
GCP,asia,1yr-reserved,2,2,0.17046
GCP,asia,1yr-reserved,2,4,0.17992
GCP,asia,1yr-reserved,2,8,0.199325
GCP,asia,1yr-reserved,2,16,0.240125
GCP,asia,1yr-reserved,2,32,0.315655
GCP,asia,1yr-reserved,4,4,0.257
GCP,asia,1yr-reserved,4,8,0.272265
GCP,asia,1yr-reserved,4,16,0.307455
GCP,asia,1yr-reserved,4,32,0.395895
GCP,asia,1yr-reserved,4,64,0.542295
GCP,asia,1yr-reserved,8,8,0.42035
GCP,asia,1yr-reserved,8,16,0.47157
GCP,asia,1yr-reserved,8,32,0.53572
GCP,asia,1yr-reserved,8,64,0.6797500000000001
GCP,asia,1yr-reserved,8,128,1.009
GCP,asia,1yr-reserved,16,16,0.7675099999999999
GCP,asia,1yr-reserved,16,32,0.8608750000000001
GCP,asia,1yr-reserved,16,64,1.00984
GCP,asia,1yr-reserved,16,128,1.310365
GCP,asia,1yr-reserved,32,32,1.474945
GCP,asia,1yr-reserved,32,64,1.62452
GCP,asia,1yr-reserved,32,128,1.892405
GCP,asia,3yr-reserved,1,2,0.116575
GCP,asia,3yr-reserved,1,4,0.128725
GCP,asia,3yr-reserved,1,8,0.1480199999999999
GCP,asia,3yr-reserved,1,16,0.18213
GCP,asia,3yr-reserved,2,2,0.1562549999999999
GCP,asia,3yr-reserved,2,4,0.1634749999999999
GCP,asia,3yr-reserved,2,8,0.1746599999999999
GCP,asia,3yr-reserved,2,16,0.206875
GCP,asia,3yr-reserved,2,32,0.28969
GCP,asia,3yr-reserved,4,4,0.2380199999999999
GCP,asia,3yr-reserved,4,8,0.25117
GCP,asia,3yr-reserved,4,16,0.278155
GCP,asia,3yr-reserved,4,32,0.3606399999999999
GCP,asia,3yr-reserved,4,64,0.50995
GCP,asia,3yr-reserved,8,8,0.3893749999999999
GCP,asia,3yr-reserved,8,16,0.43026
GCP,asia,3yr-reserved,8,32,0.49983
GCP,asia,3yr-reserved,8,64,0.620325
GCP,asia,3yr-reserved,8,128,0.9251
GCP,asia,3yr-reserved,16,16,0.694235
GCP,asia,3yr-reserved,16,32,0.78396
GCP,asia,3yr-reserved,16,64,0.926645
GCP,asia,3yr-reserved,16,128,1.161675
GCP,asia,3yr-reserved,32,32,1.344645
GCP,asia,3yr-reserved,32,64,1.468425
GCP,asia,3yr-reserved,32,128,1.797985
GCP,asia,on-demand,1,2,0.16035
GCP,asia,on-demand,1,4,0.1719649999999999
GCP,asia,on-demand,1,8,0.19788
GCP,asia,on-demand,1,16,0.2409549999999999
GCP,asia,on-demand,2,2,0.20431
GCP,asia,on-demand,2,4,0.21824
GCP,asia,on-demand,2,8,0.24276
GCP,asia,on-demand,2,16,0.284725
GCP,asia,on-demand,2,32,0.37943
GCP,asia,on-demand,4,4,0.311625
GCP,asia,on-demand,4,8,0.336095
GCP,asia,on-demand,4,16,0.38212
GCP,asia,on-demand,4,32,0.473845
GCP,asia,on-demand,4,64,0.661145
GCP,asia,on-demand,8,8,0.51224
GCP,asia,on-demand,8,16,0.56656
GCP,asia,on-demand,8,32,0.6646150000000001
GCP,asia,on-demand,8,64,0.8404299999999999
GCP,asia,on-demand,8,128,1.216565
GCP,asia,on-demand,16,16,0.93247
GCP,asia,on-demand,16,32,1.0227499999999998
GCP,asia,on-demand,16,64,1.210465
GCP,asia,on-demand,16,128,1.59721
GCP,asia,on-demand,32,32,1.771225
GCP,asia,on-demand,32,64,1.96663
GCP,asia,on-demand,32,128,2.351855
GCP,asia,spot,1,2,0.082365
GCP,asia,spot,1,4,0.087295
GCP,asia,spot,1,8,0.09747
GCP,asia,spot,1,16,0.12392
GCP,asia,spot,2,2,0.1069949999999999
GCP,asia,spot,2,4,0.11226
GCP,asia,spot,2,8,0.130565
GCP,asia,spot,2,16,0.147755
GCP,asia,spot,2,32,0.2021599999999999
GCP,asia,spot,4,4,0.166925
GCP,asia,spot,4,8,0.17419
GCP,asia,spot,4,16,0.19743
GCP,asia,spot,4,32,0.242635
GCP,asia,spot,4,64,0.3473199999999999
GCP,asia,spot,8,8,0.268545
GCP,asia,spot,8,16,0.301155
GCP,asia,spot,8,32,0.340605
GCP,asia,spot,8,64,0.430435
GCP,asia,spot,8,128,0.6276900000000001
GCP,asia,spot,16,16,0.48632
GCP,asia,spot,16,32,0.544385
GCP,asia,spot,16,64,0.6435000000000001
GCP,asia,spot,16,128,0.8273550000000001
GCP,asia,spot,32,32,0.923145
GCP,asia,spot,32,64,1.01899
GCP,asia,spot,32,128,1.203805
GCP,europe,1yr-reserved,1,2,0.122295
GCP,europe,1yr-reserved,1,4,0.133135
GCP,europe,1yr-reserved,1,8,0.15076
GCP,europe,1yr-reserved,1,16,0.185495
GCP,europe,1yr-reserved,2,2,0.154215
GCP,europe,1yr-reserved,2,4,0.16232
GCP,europe,1yr-reserved,2,8,0.18585
GCP,europe,1yr-reserved,2,16,0.225725
GCP,europe,1yr-reserved,2,32,0.29977
GCP,europe,1yr-reserved,4,4,0.239685
GCP,europe,1yr-reserved,4,8,0.26042
GCP,europe,1yr-reserved,4,16,0.2978349999999999
GCP,europe,1yr-reserved,4,32,0.354375
GCP,europe,1yr-reserved,4,64,0.51252
GCP,europe,1yr-reserved,8,8,0.398355
GCP,europe,1yr-reserved,8,16,0.4281399999999999
GCP,europe,1yr-reserved,8,32,0.49582
GCP,europe,1yr-reserved,8,64,0.65175
GCP,europe,1yr-reserved,8,128,0.943455
GCP,europe,1yr-reserved,16,16,0.73186
GCP,europe,1yr-reserved,16,32,0.781755
GCP,europe,1yr-reserved,16,64,0.94088
GCP,europe,1yr-reserved,16,128,1.20103
GCP,europe,1yr-reserved,32,32,1.35404
GCP,europe,1yr-reserved,32,64,1.511165
GCP,europe,1yr-reserved,32,128,1.777485
GCP,europe,3yr-reserved,1,2,0.1105799999999999
GCP,europe,3yr-reserved,1,4,0.118575
GCP,europe,3yr-reserved,1,8,0.13488
GCP,europe,3yr-reserved,1,16,0.17318
GCP,europe,3yr-reserved,2,2,0.151575
GCP,europe,3yr-reserved,2,4,0.151675
GCP,europe,3yr-reserved,2,8,0.1727449999999999
GCP,europe,3yr-reserved,2,16,0.20733
GCP,europe,3yr-reserved,2,32,0.2595
GCP,europe,3yr-reserved,4,4,0.222375
GCP,europe,3yr-reserved,4,8,0.230975
GCP,europe,3yr-reserved,4,16,0.26175
GCP,europe,3yr-reserved,4,32,0.31433
GCP,europe,3yr-reserved,4,64,0.4617449999999999
GCP,europe,3yr-reserved,8,8,0.36349
GCP,europe,3yr-reserved,8,16,0.396615
GCP,europe,3yr-reserved,8,32,0.482
GCP,europe,3yr-reserved,8,64,0.5901449999999999
GCP,europe,3yr-reserved,8,128,0.853705
GCP,europe,3yr-reserved,16,16,0.64763
GCP,europe,3yr-reserved,16,32,0.73397
GCP,europe,3yr-reserved,16,64,0.8635400000000001
GCP,europe,3yr-reserved,16,128,1.120505
GCP,europe,3yr-reserved,32,32,1.196205
GCP,europe,3yr-reserved,32,64,1.363755
GCP,europe,3yr-reserved,32,128,1.668185
GCP,europe,on-demand,1,2,0.147605
GCP,europe,on-demand,1,4,0.1604
GCP,europe,on-demand,1,8,0.180895
GCP,europe,on-demand,1,16,0.224025
GCP,europe,on-demand,2,2,0.19315
GCP,europe,on-demand,2,4,0.20344
GCP,europe,on-demand,2,8,0.22501
GCP,europe,on-demand,2,16,0.269335
GCP,europe,on-demand,2,32,0.351975
GCP,europe,on-demand,4,4,0.291315
GCP,europe,on-demand,4,8,0.31219
GCP,europe,on-demand,4,16,0.35663
GCP,europe,on-demand,4,32,0.4419
GCP,europe,on-demand,4,64,0.619145
GCP,europe,on-demand,8,8,0.4862599999999999
GCP,europe,on-demand,8,16,0.528385
GCP,europe,on-demand,8,32,0.61645
GCP,europe,on-demand,8,64,0.7887799999999999
GCP,europe,on-demand,8,128,1.12317
GCP,europe,on-demand,16,16,0.8727199999999999
GCP,europe,on-demand,16,32,0.96975
GCP,europe,on-demand,16,64,1.136345
GCP,europe,on-demand,16,128,1.48153
GCP,europe,on-demand,32,32,1.672045
GCP,europe,on-demand,32,64,1.836015
GCP,europe,on-demand,32,128,2.20493
GCP,europe,spot,1,2,0.078785
GCP,europe,spot,1,4,0.0828
GCP,europe,spot,1,8,0.09344
GCP,europe,spot,1,16,0.11362
GCP,europe,spot,2,2,0.10111
GCP,europe,spot,2,4,0.1099
GCP,europe,spot,2,8,0.118485
GCP,europe,spot,2,16,0.14278
GCP,europe,spot,2,32,0.1874849999999999
GCP,europe,spot,4,4,0.150895
GCP,europe,spot,4,8,0.1594549999999999
GCP,europe,spot,4,16,0.18189
GCP,europe,spot,4,32,0.227845
GCP,europe,spot,4,64,0.321125
GCP,europe,spot,8,8,0.25465
GCP,europe,spot,8,16,0.28142
GCP,europe,spot,8,32,0.317845
GCP,europe,spot,8,64,0.403095
GCP,europe,spot,8,128,0.57541
GCP,europe,spot,16,16,0.4578
GCP,europe,spot,16,32,0.4997
GCP,europe,spot,16,64,0.57243
GCP,europe,spot,16,128,0.771675
GCP,europe,spot,32,32,0.8583299999999999
GCP,europe,spot,32,64,0.928285
GCP,europe,spot,32,128,1.12074
GCP,us-east,1yr-reserved,1,2,0.10903
GCP,us-east,1yr-reserved,1,4,0.116195
GCP,us-east,1yr-reserved,1,8,0.138505
GCP,us-east,1yr-reserved,1,16,0.168315
GCP,us-east,1yr-reserved,2,2,0.139395
GCP,us-east,1yr-reserved,2,4,0.148505
GCP,us-east,1yr-reserved,2,8,0.16771
GCP,us-east,1yr-reserved,2,16,0.199475
GCP,us-east,1yr-reserved,2,32,0.262795
GCP,us-east,1yr-reserved,4,4,0.21378
GCP,us-east,1yr-reserved,4,8,0.22643
GCP,us-east,1yr-reserved,4,16,0.26251
GCP,us-east,1yr-reserved,4,32,0.32891
GCP,us-east,1yr-reserved,4,64,0.461995
GCP,us-east,1yr-reserved,8,8,0.35459
GCP,us-east,1yr-reserved,8,16,0.391305
GCP,us-east,1yr-reserved,8,32,0.44678
GCP,us-east,1yr-reserved,8,64,0.577095
GCP,us-east,1yr-reserved,8,128,0.836815
GCP,us-east,1yr-reserved,16,16,0.63869
GCP,us-east,1yr-reserved,16,32,0.69457
GCP,us-east,1yr-reserved,16,64,0.834735
GCP,us-east,1yr-reserved,16,128,1.1012
GCP,us-east,1yr-reserved,32,32,1.19861
GCP,us-east,1yr-reserved,32,64,1.344695
GCP,us-east,1yr-reserved,32,128,1.61907
GCP,us-east,3yr-reserved,1,2,0.102115
GCP,us-east,3yr-reserved,1,4,0.10323
GCP,us-east,3yr-reserved,1,8,0.120045
GCP,us-east,3yr-reserved,1,16,0.15121
GCP,us-east,3yr-reserved,2,2,0.129595
GCP,us-east,3yr-reserved,2,4,0.139135
GCP,us-east,3yr-reserved,2,8,0.14836
GCP,us-east,3yr-reserved,2,16,0.181595
GCP,us-east,3yr-reserved,2,32,0.23166
GCP,us-east,3yr-reserved,4,4,0.195315
GCP,us-east,3yr-reserved,4,8,0.215925
GCP,us-east,3yr-reserved,4,16,0.240525
GCP,us-east,3yr-reserved,4,32,0.29634
GCP,us-east,3yr-reserved,4,64,0.417445
GCP,us-east,3yr-reserved,8,8,0.32727
GCP,us-east,3yr-reserved,8,16,0.365675
GCP,us-east,3yr-reserved,8,32,0.417675
GCP,us-east,3yr-reserved,8,64,0.52657
GCP,us-east,3yr-reserved,8,128,0.776335
GCP,us-east,3yr-reserved,16,16,0.581175
GCP,us-east,3yr-reserved,16,32,0.641455
GCP,us-east,3yr-reserved,16,64,0.77275
GCP,us-east,3yr-reserved,16,128,1.00349
GCP,us-east,3yr-reserved,32,32,1.083115
GCP,us-east,3yr-reserved,32,64,1.25404
GCP,us-east,3yr-reserved,32,128,1.440685
GCP,us-east,on-demand,1,2,0.134335
GCP,us-east,on-demand,1,4,0.14111
GCP,us-east,on-demand,1,8,0.162235
GCP,us-east,on-demand,1,16,0.20182
GCP,us-east,on-demand,2,2,0.171485
GCP,us-east,on-demand,2,4,0.182335
GCP,us-east,on-demand,2,8,0.200015
GCP,us-east,on-demand,2,16,0.239215
GCP,us-east,on-demand,2,32,0.31548
GCP,us-east,on-demand,4,4,0.25798
GCP,us-east,on-demand,4,8,0.27782
GCP,us-east,on-demand,4,16,0.314705
GCP,us-east,on-demand,4,32,0.39549
GCP,us-east,on-demand,4,64,0.5516300000000001
GCP,us-east,on-demand,8,8,0.428495
GCP,us-east,on-demand,8,16,0.47348
GCP,us-east,on-demand,8,32,0.552605
GCP,us-east,on-demand,8,64,0.695425
GCP,us-east,on-demand,8,128,1.021325
GCP,us-east,on-demand,16,16,0.7770400000000001
GCP,us-east,on-demand,16,32,0.862245
GCP,us-east,on-demand,16,64,1.011415
GCP,us-east,on-demand,16,128,1.32725
GCP,us-east,on-demand,32,32,1.488365
GCP,us-east,on-demand,32,64,1.627075
GCP,us-east,on-demand,32,128,1.93208
GCP,us-east,spot,1,2,0.07078
GCP,us-east,spot,1,4,0.070575
GCP,us-east,spot,1,8,0.0859149999999999
GCP,us-east,spot,1,16,0.10499
GCP,us-east,spot,2,2,0.089035
GCP,us-east,spot,2,4,0.0929899999999999
GCP,us-east,spot,2,8,0.105495
GCP,us-east,spot,2,16,0.12238
GCP,us-east,spot,2,32,0.16269
GCP,us-east,spot,4,4,0.13886
GCP,us-east,spot,4,8,0.1418299999999999
GCP,us-east,spot,4,16,0.16457
GCP,us-east,spot,4,32,0.20396
GCP,us-east,spot,4,64,0.27192
GCP,us-east,spot,8,8,0.229795
GCP,us-east,spot,8,16,0.24825
GCP,us-east,spot,8,32,0.2847449999999999
GCP,us-east,spot,8,64,0.359625
GCP,us-east,spot,8,128,0.5412049999999999
GCP,us-east,spot,16,16,0.421015
GCP,us-east,spot,16,32,0.4394999999999999
GCP,us-east,spot,16,64,0.52774
GCP,us-east,spot,16,128,0.70341
GCP,us-east,spot,32,32,0.764865
GCP,us-east,spot,32,64,0.846465
GCP,us-east,spot,32,128,1.01027
GCP,us-west,1yr-reserved,1,2,0.1209649999999999
GCP,us-west,1yr-reserved,1,4,0.123255
GCP,us-west,1yr-reserved,1,8,0.14509
GCP,us-west,1yr-reserved,1,16,0.1785199999999999
GCP,us-west,1yr-reserved,2,2,0.15585
GCP,us-west,1yr-reserved,2,4,0.1636
GCP,us-west,1yr-reserved,2,8,0.180535
GCP,us-west,1yr-reserved,2,16,0.2122799999999999
GCP,us-west,1yr-reserved,2,32,0.279455
GCP,us-west,1yr-reserved,4,4,0.23367
GCP,us-west,1yr-reserved,4,8,0.249235
GCP,us-west,1yr-reserved,4,16,0.282625
GCP,us-west,1yr-reserved,4,32,0.3581249999999999
GCP,us-west,1yr-reserved,4,64,0.49378
GCP,us-west,1yr-reserved,8,8,0.387025
GCP,us-west,1yr-reserved,8,16,0.41581
GCP,us-west,1yr-reserved,8,32,0.495965
GCP,us-west,1yr-reserved,8,64,0.6435649999999999
GCP,us-west,1yr-reserved,8,128,0.923755
GCP,us-west,1yr-reserved,16,16,0.6919649999999999
GCP,us-west,1yr-reserved,16,32,0.778475
GCP,us-west,1yr-reserved,16,64,0.8966100000000001
GCP,us-west,1yr-reserved,16,128,1.176385
GCP,us-west,1yr-reserved,32,32,1.2993
GCP,us-west,1yr-reserved,32,64,1.464465
GCP,us-west,1yr-reserved,32,128,1.7426549999999998
GCP,us-west,3yr-reserved,1,2,0.106805
GCP,us-west,3yr-reserved,1,4,0.114805
GCP,us-west,3yr-reserved,1,8,0.133505
GCP,us-west,3yr-reserved,1,16,0.16537
GCP,us-west,3yr-reserved,2,2,0.13245
GCP,us-west,3yr-reserved,2,4,0.14559
GCP,us-west,3yr-reserved,2,8,0.16455
GCP,us-west,3yr-reserved,2,16,0.189225
GCP,us-west,3yr-reserved,2,32,0.254375
GCP,us-west,3yr-reserved,4,4,0.2090599999999999
GCP,us-west,3yr-reserved,4,8,0.22397
GCP,us-west,3yr-reserved,4,16,0.25364
GCP,us-west,3yr-reserved,4,32,0.319415
GCP,us-west,3yr-reserved,4,64,0.44555
GCP,us-west,3yr-reserved,8,8,0.34325
GCP,us-west,3yr-reserved,8,16,0.3857549999999999
GCP,us-west,3yr-reserved,8,32,0.45069
GCP,us-west,3yr-reserved,8,64,0.56066
GCP,us-west,3yr-reserved,8,128,0.79046
GCP,us-west,3yr-reserved,16,16,0.626275
GCP,us-west,3yr-reserved,16,32,0.67992
GCP,us-west,3yr-reserved,16,64,0.81544
GCP,us-west,3yr-reserved,16,128,1.07806
GCP,us-west,3yr-reserved,32,32,1.13794
GCP,us-west,3yr-reserved,32,64,1.32891
GCP,us-west,3yr-reserved,32,128,1.61734
GCP,us-west,on-demand,1,2,0.143665
GCP,us-west,on-demand,1,4,0.15354
GCP,us-west,on-demand,1,8,0.171855
GCP,us-west,on-demand,1,16,0.2166
GCP,us-west,on-demand,2,2,0.186055
GCP,us-west,on-demand,2,4,0.196485
GCP,us-west,on-demand,2,8,0.216385
GCP,us-west,on-demand,2,16,0.25899
GCP,us-west,on-demand,2,32,0.34218
GCP,us-west,on-demand,4,4,0.28015
GCP,us-west,on-demand,4,8,0.300935
GCP,us-west,on-demand,4,16,0.339625
GCP,us-west,on-demand,4,32,0.424645
GCP,us-west,on-demand,4,64,0.5901449999999999
GCP,us-west,on-demand,8,8,0.469015
GCP,us-west,on-demand,8,16,0.50853
GCP,us-west,on-demand,8,32,0.5896250000000001
GCP,us-west,on-demand,8,64,0.76502
GCP,us-west,on-demand,8,128,1.091175
