provider,vcpu,ram_gb,storage_gb,usage_hours,region,pricing_model,price_per_hour,monthly_cost,price_per_vcpu
AWS,4,32,100,180,us-east,3yr-reserved,0.2737,49.27,0.07
AWS,4,32,100,180,us-west,on-demand,0.3857,69.43,0.1
AWS,4,32,100,180,us-west,spot,0.2891,52.04,0.07
AWS,4,32,100,180,us-west,1yr-reserved,0.3099,55.79,0.08
AWS,4,32,100,180,us-west,3yr-reserved,0.3261,58.7,0.08
AWS,4,32,100,180,europe,on-demand,0.3851,69.32,0.1
AWS,4,32,100,180,europe,spot,0.2938,52.88,0.07
AWS,4,32,100,180,europe,1yr-reserved,0.3618,65.12,0.09
AWS,4,32,100,180,europe,3yr-reserved,0.2844,51.2,0.07
AWS,4,32,100,180,asia,on-demand,0.415,74.7,0.1
AWS,4,32,100,180,asia,spot,0.2677,48.18,0.07
AWS,4,32,100,180,asia,1yr-reserved,0.3812,68.62,0.1
AWS,4,32,100,180,asia,3yr-reserved,0.319,57.43,0.08
AWS,4,32,100,360,us-east,on-demand,0.3388,121.97,0.08
AWS,4,32,100,360,us-east,spot,0.2472,88.99,0.06
AWS,4,32,100,360,us-east,1yr-reserved,0.2903,104.49,0.07
AWS,4,32,100,360,us-east,3yr-reserved,0.269,96.85,0.07
AWS,4,32,100,360,us-west,on-demand,0.3532,127.17,0.09
AWS,4,32,100,360,us-west,spot,0.236,84.94,0.06
AWS,4,32,100,360,us-west,1yr-reserved,0.3512,126.44,0.09
AWS,4,32,100,360,us-west,3yr-reserved,0.3,108.02,0.08
AWS,4,32,100,360,europe,on-demand,0.3782,136.15,0.09
AWS,4,32,100,360,europe,spot,0.2403,86.51,0.06
AWS,4,32,100,360,europe,1yr-reserved,0.3168,114.04,0.08
AWS,4,32,100,360,europe,3yr-reserved,0.3088,111.17,0.08
AWS,4,32,100,360,asia,on-demand,0.4132,148.74,0.1
AWS,4,32,100,360,asia,spot,0.2477,89.16,0.06
AWS,4,32,100,360,asia,1yr-reserved,0.3852,138.67,0.1
AWS,4,32,100,360,asia,3yr-reserved,0.3333,119.99,0.08
AWS,4,32,100,540,us-east,on-demand,0.3274,176.79,0.08
AWS,4,32,100,540,us-east,spot,0.2392,129.16,0.06
AWS,4,32,100,540,us-east,1yr-reserved,0.2847,153.76,0.07
AWS,4,32,100,540,us-east,3yr-reserved,0.2852,153.98,0.07
AWS,4,32,100,540,us-west,on-demand,0.3797,205.02,0.09
AWS,4,32,100,540,us-west,spot,0.2915,157.39,0.07
AWS,4,32,100,540,us-west,1yr-reserved,0.3461,186.92,0.09
AWS,4,32,100,540,us-west,3yr-reserved,0.3116,168.28,0.08
AWS,4,32,100,540,europe,on-demand,0.3821,206.33,0.1
AWS,4,32,100,540,europe,spot,0.2586,139.65,0.06
AWS,4,32,100,540,europe,1yr-reserved,0.3135,169.29,0.08
AWS,4,32,100,540,europe,3yr-reserved,0.3133,169.17,0.08
AWS,4,32,100,540,asia,on-demand,0.3974,214.61,0.1
AWS,4,32,100,540,asia,spot,0.3154,170.34,0.08
AWS,4,32,100,540,asia,1yr-reserved,0.3856,208.22,0.1
AWS,4,32,100,540,asia,3yr-reserved,0.3225,174.13,0.08
AWS,4,32,100,720,us-east,on-demand,0.3434,247.27,0.09
AWS,4,32,100,720,us-east,spot,0.2584,186.02,0.06
AWS,4,32,100,720,us-east,1yr-reserved,0.3198,230.23,0.08
AWS,4,32,100,720,us-east,3yr-reserved,0.2921,210.28,0.07
AWS,4,32,100,720,us-west,on-demand,0.3528,254.05,0.09
AWS,4,32,100,720,us-west,spot,0.2305,165.95,0.06
AWS,4,32,100,720,us-west,1yr-reserved,0.3283,236.38,0.08
AWS,4,32,100,720,us-west,3yr-reserved,0.2783,200.39,0.07
AWS,4,32,100,720,europe,on-demand,0.3949,284.35,0.1
AWS,4,32,100,720,europe,spot,0.2514,181.01,0.06
AWS,4,32,100,720,europe,1yr-reserved,0.3653,263.02,0.09
AWS,4,32,100,720,europe,3yr-reserved,0.3032,218.32,0.08
AWS,4,32,100,720,asia,on-demand,0.3958,284.96,0.1
AWS,4,32,100,720,asia,spot,0.3072,221.16,0.08
AWS,4,32,100,720,asia,1yr-reserved,0.3856,277.61,0.1
AWS,4,32,100,720,asia,3yr-reserved,0.3399,244.75,0.08
AWS,4,32,200,180,us-east,on-demand,0.3716,66.89,0.09
AWS,4,32,200,180,us-east,spot,0.2316,41.69,0.06
AWS,4,32,200,180,us-east,1yr-reserved,0.3562,64.12,0.09
AWS,4,32,200,180,us-east,3yr-reserved,0.3308,59.54,0.08
AWS,4,32,200,180,us-west,on-demand,0.4096,73.73,0.1
AWS,4,32,200,180,us-west,spot,0.2823,50.82,0.07
AWS,4,32,200,180,us-west,1yr-reserved,0.3507,63.13,0.09
AWS,4,32,200,180,us-west,3yr-reserved,0.354,63.71,0.09
AWS,4,32,200,180,europe,on-demand,0.4221,75.98,0.11
AWS,4,32,200,180,europe,spot,0.3392,61.05,0.08
AWS,4,32,200,180,europe,1yr-reserved,0.3827,68.88,0.1
AWS,4,32,200,180,europe,3yr-reserved,0.3402,61.23,0.09
AWS,4,32,200,180,asia,on-demand,0.4533,81.59,0.11
AWS,4,32,200,180,asia,spot,0.3458,62.24,0.09
AWS,4,32,200,180,asia,1yr-reserved,0.4351,78.31,0.11
AWS,4,32,200,180,asia,3yr-reserved,0.3693,66.47,0.09
AWS,4,32,200,360,us-east,on-demand,0.3974,143.05,0.1
AWS,4,32,200,360,us-east,spot,0.2715,97.75,0.07
AWS,4,32,200,360,us-east,1yr-reserved,0.3383,121.8,0.08
AWS,4,32,200,360,us-east,3yr-reserved,0.3196,115.06,0.08
AWS,4,32,200,360,us-west,on-demand,0.407,146.53,0.1
AWS,4,32,200,360,us-west,spot,0.2773,99.83,0.07
AWS,4,32,200,360,us-west,1yr-reserved,0.3636,130.91,0.09
AWS,4,32,200,360,us-west,3yr-reserved,0.3588,129.18,0.09
AWS,4,32,200,360,europe,on-demand,0.443,159.47,0.11
AWS,4,32,200,360,europe,spot,0.3392,122.1,0.08
AWS,4,32,200,360,europe,1yr-reserved,0.3993,143.75,0.1
AWS,4,32,200,360,europe,3yr-reserved,0.3761,135.4,0.09
AWS,4,32,200,360,asia,on-demand,0.4612,166.03,0.12
AWS,4,32,200,360,asia,spot,0.3477,125.17,0.09
AWS,4,32,200,360,asia,1yr-reserved,0.3902,140.48,0.1
AWS,4,32,200,360,asia,3yr-reserved,0.3492,125.72,0.09
AWS,4,32,200,540,us-east,on-demand,0.3826,206.58,0.1
AWS,4,32,200,540,us-east,spot,0.2594,140.09,0.06
AWS,4,32,200,540,us-east,1yr-reserved,0.3497,188.83,0.09
AWS,4,32,200,540,us-east,3yr-reserved,0.3316,179.04,0.08
AWS,4,32,200,540,us-west,on-demand,0.4259,230.01,0.11
AWS,4,32,200,540,us-west,spot,0.2641,142.59,0.07
AWS,4,32,200,540,us-west,1yr-reserved,0.4058,219.15,0.1
AWS,4,32,200,540,us-west,3yr-reserved,0.2953,159.47,0.07
AWS,4,32,200,540,europe,on-demand,0.4151,224.14,0.1
AWS,4,32,200,540,europe,spot,0.2724,147.09,0.07
AWS,4,32,200,540,europe,1yr-reserved,0.4181,225.79,0.1
AWS,4,32,200,540,europe,3yr-reserved,0.3467,187.23,0.09
AWS,4,32,200,540,asia,on-demand,0.4435,239.47,0.11
AWS,4,32,200,540,asia,spot,0.2996,161.76,0.07
AWS,4,32,200,540,asia,1yr-reserved,0.3841,207.39,0.1
AWS,4,32,200,540,asia,3yr-reserved,0.3314,178.96,0.08
AWS,4,32,200,720,us-east,on-demand,0.3819,274.99,0.1
AWS,4,32,200,720,us-east,spot,0.3137,225.86,0.08
AWS,4,32,200,720,us-east,1yr-reserved,0.3537,254.65,0.09
AWS,4,32,200,720,us-east,3yr-reserved,0.3168,228.07,0.08
AWS,4,32,200,720,us-west,on-demand,0.4261,306.82,0.11
AWS,4,32,200,720,us-west,spot,0.3037,218.65,0.08
AWS,4,32,200,720,us-west,1yr-reserved,0.4045,291.27,0.1
AWS,4,32,200,720,us-west,3yr-reserved,0.3693,265.86,0.09
AWS,4,32,200,720,europe,on-demand,0.4388,315.96,0.11
AWS,4,32,200,720,europe,spot,0.3,216.01,0.08
AWS,4,32,200,720,europe,1yr-reserved,0.367,264.26,0.09
AWS,4,32,200,720,europe,3yr-reserved,0.3676,264.64,0.09
AWS,4,32,200,720,asia,on-demand,0.4778,344.0,0.12
AWS,4,32,200,720,asia,spot,0.306,220.34,0.08
AWS,4,32,200,720,asia,1yr-reserved,0.3805,273.99,0.1
AWS,4,32,200,720,asia,3yr-reserved,0.388,279.38,0.1
AWS,4,32,500,180,us-east,on-demand,0.5252,94.54,0.13
AWS,4,32,500,180,us-east,spot,0.3399,61.18,0.08
AWS,4,32,500,180,us-east,1yr-reserved,0.442,79.56,0.11
AWS,4,32,500,180,us-east,3yr-reserved,0.3746,67.43,0.09
AWS,4,32,500,180,us-west,on-demand,0.5516,99.29,0.14
AWS,4,32,500,180,us-west,spot,0.3386,60.95,0.08
AWS,4,32,500,180,us-west,1yr-reserved,0.4762,85.72,0.12
AWS,4,32,500,180,us-west,3yr-reserved,0.5229,94.12,0.13
AWS,4,32,500,180,europe,on-demand,0.6038,108.68,0.15
AWS,4,32,500,180,europe,spot,0.3962,71.32,0.1
AWS,4,32,500,180,europe,1yr-reserved,0.5166,93.0,0.13
AWS,4,32,500,180,europe,3yr-reserved,0.4898,88.16,0.12
AWS,4,32,500,180,asia,on-demand,0.6304,113.47,0.16
AWS,4,32,500,180,asia,spot,0.477,85.86,0.12
AWS,4,32,500,180,asia,1yr-reserved,0.52,93.61,0.13
AWS,4,32,500,180,asia,3yr-reserved,0.4569,82.25,0.11
AWS,4,32,500,360,us-east,on-demand,0.5131,184.72,0.13
AWS,4,32,500,360,us-east,spot,0.4081,146.91,0.1
AWS,4,32,500,360,us-east,1yr-reserved,0.5057,182.06,0.13
AWS,4,32,500,360,us-east,3yr-reserved,0.4102,147.67,0.1
AWS,4,32,500,360,us-west,on-demand,0.5926,213.33,0.15
AWS,4,32,500,360,us-west,spot,0.3726,134.14,0.09
AWS,4,32,500,360,us-west,1yr-reserved,0.5177,186.37,0.13
AWS,4,32,500,360,us-west,3yr-reserved,0.4241,152.67,0.11
AWS,4,32,500,360,europe,on-demand,0.6126,220.52,0.15
AWS,4,32,500,360,europe,spot,0.4245,152.83,0.11
AWS,4,32,500,360,europe,1yr-reserved,0.5038,181.37,0.13
AWS,4,32,500,360,europe,3yr-reserved,0.4669,168.1,0.12
AWS,4,32,500,360,asia,on-demand,0.6045,217.63,0.15
AWS,4,32,500,360,asia,spot,0.3861,139.0,0.1
AWS,4,32,500,360,asia,1yr-reserved,0.5432,195.55,0.14
AWS,4,32,500,360,asia,3yr-reserved,0.5742,206.69,0.14
AWS,4,32,500,540,us-east,on-demand,0.5403,291.75,0.14
AWS,4,32,500,540,us-east,spot,0.4226,228.19,0.11
AWS,4,32,500,540,us-east,1yr-reserved,0.5024,271.3,0.13
AWS,4,32,500,540,us-east,3yr-reserved,0.4632,250.13,0.12
AWS,4,32,500,540,us-west,on-demand,0.5706,308.12,0.14
AWS,4,32,500,540,us-west,spot,0.424,228.99,0.11
AWS,4,32,500,540,us-west,1yr-reserved,0.5509,297.49,0.14
AWS,4,32,500,540,us-west,3yr-reserved,0.4695,253.52,0.12
AWS,4,32,500,540,europe,on-demand,0.6032,325.72,0.15
AWS,4,32,500,540,europe,spot,0.4478,241.83,0.11
AWS,4,32,500,540,europe,1yr-reserved,0.5708,308.26,0.14
AWS,4,32,500,540,europe,3yr-reserved,0.4735,255.71,0.12
AWS,4,32,500,540,asia,on-demand,0.6268,338.48,0.16
AWS,4,32,500,540,asia,spot,0.4565,246.5,0.11
AWS,4,32,500,540,asia,1yr-reserved,0.5158,278.54,0.13
AWS,4,32,500,540,asia,3yr-reserved,0.4605,248.67,0.12
AWS,4,32,500,720,us-east,on-demand,0.5017,361.24,0.13
AWS,4,32,500,720,us-east,spot,0.3857,277.73,0.1
AWS,4,32,500,720,us-east,1yr-reserved,0.5125,369.0,0.13
AWS,4,32,500,720,us-east,3yr-reserved,0.4477,322.32,0.11
AWS,4,32,500,720,us-west,on-demand,0.5511,396.76,0.14
AWS,4,32,500,720,us-west,spot,0.3775,271.77,0.09
AWS,4,32,500,720,us-west,1yr-reserved,0.5499,395.95,0.14
AWS,4,32,500,720,us-west,3yr-reserved,0.4637,333.89,0.12
AWS,4,32,500,720,europe,on-demand,0.5585,402.14,0.14
AWS,4,32,500,720,europe,spot,0.4574,329.31,0.11
AWS,4,32,500,720,europe,1yr-reserved,0.5026,361.85,0.13
AWS,4,32,500,720,europe,3yr-reserved,0.4268,307.32,0.11
AWS,4,32,500,720,asia,on-demand,0.6402,460.95,0.16
AWS,4,32,500,720,asia,spot,0.4885,351.74,0.12
AWS,4,32,500,720,asia,1yr-reserved,0.5208,374.98,0.13
AWS,4,32,500,720,asia,3yr-reserved,0.572,411.85,0.14
AWS,4,64,20,180,us-east,on-demand,0.4497,80.95,0.11
AWS,4,64,20,180,us-east,spot,0.3041,54.75,0.08
AWS,4,64,20,180,us-east,1yr-reserved,0.4332,77.98,0.11
AWS,4,64,20,180,us-east,3yr-reserved,0.3449,62.08,0.09
AWS,4,64,20,180,us-west,on-demand,0.5086,91.55,0.13
AWS,4,64,20,180,us-west,spot,0.3634,65.4,0.09
AWS,4,64,20,180,us-west,1yr-reserved,0.4691,84.44,0.12
AWS,4,64,20,180,us-west,3yr-reserved,0.3968,71.42,0.1
AWS,4,64,20,180,europe,on-demand,0.4897,88.15,0.12
AWS,4,64,20,180,europe,spot,0.3826,68.86,0.1
AWS,4,64,20,180,europe,1yr-reserved,0.4834,87.02,0.12
AWS,4,64,20,180,europe,3yr-reserved,0.3794,68.29,0.09
AWS,4,64,20,180,asia,on-demand,0.5249,94.48,0.13
AWS,4,64,20,180,asia,spot,0.3528,63.5,0.09
AWS,4,64,20,180,asia,1yr-reserved,0.4956,89.2,0.12
AWS,4,64,20,180,asia,3yr-reserved,0.4005,72.1,0.1
AWS,4,64,20,360,us-east,on-demand,0.4331,155.91,0.11
AWS,4,64,20,360,us-east,spot,0.3597,129.48,0.09
AWS,4,64,20,360,us-east,1yr-reserved,0.4172,150.18,0.1
AWS,4,64,20,360,us-east,3yr-reserved,0.3835,138.07,0.1
AWS,4,64,20,360,us-west,on-demand,0.4924,177.27,0.12
AWS,4,64,20,360,us-west,spot,0.3719,133.9,0.09
AWS,4,64,20,360,us-west,1yr-reserved,0.4399,158.36,0.11
AWS,4,64,20,360,us-west,3yr-reserved,0.3485,125.44,0.09
AWS,4,64,20,360,europe,on-demand,0.504,181.44,0.13
AWS,4,64,20,360,europe,spot,0.37,133.19,0.09
AWS,4,64,20,360,europe,1yr-reserved,0.4521,162.77,0.11
AWS,4,64,20,360,europe,3yr-reserved,0.4649,167.35,0.12
AWS,4,64,20,360,asia,on-demand,0.5624,202.48,0.14
AWS,4,64,20,360,asia,spot,0.4256,153.2,0.11
AWS,4,64,20,360,asia,1yr-reserved,0.4843,174.34,0.12
AWS,4,64,20,360,asia,3yr-reserved,0.498,179.27,0.12
AWS,4,64,20,540,us-east,on-demand,0.4696,253.56,0.12
AWS,4,64,20,540,us-east,spot,0.297,160.36,0.07
AWS,4,64,20,540,us-east,1yr-reserved,0.3838,207.26,0.1
AWS,4,64,20,540,us-east,3yr-reserved,0.375,202.51,0.09
AWS,4,64,20,540,us-west,on-demand,0.4652,251.18,0.12
AWS,4,64,20,540,us-west,spot,0.3757,202.85,0.09
AWS,4,64,20,540,us-west,1yr-reserved,0.4349,234.83,0.11
AWS,4,64,20,540,us-west,3yr-reserved,0.4012,216.66,0.1
AWS,4,64,20,540,europe,on-demand,0.505,272.71,0.13
AWS,4,64,20,540,europe,spot,0.3451,186.33,0.09
AWS,4,64,20,540,europe,1yr-reserved,0.4681,252.77,0.12
AWS,4,64,20,540,europe,3yr-reserved,0.3759,202.99,0.09
AWS,4,64,20,540,asia,on-demand,0.5667,306.04,0.14
AWS,4,64,20,540,asia,spot,0.4055,218.98,0.1
AWS,4,64,20,540,asia,1yr-reserved,0.4816,260.05,0.12
AWS,4,64,20,540,asia,3yr-reserved,0.4633,250.16,0.12
AWS,4,64,20,720,us-east,on-demand,0.4288,308.73,0.11
AWS,4,64,20,720,us-east,spot,0.2902,208.91,0.07
AWS,4,64,20,720,us-east,1yr-reserved,0.4102,295.35,0.1
AWS,4,64,20,720,us-east,3yr-reserved,0.3504,252.28,0.09
AWS,4,64,20,720,us-west,on-demand,0.4924,354.5,0.12
AWS,4,64,20,720,us-west,spot,0.3185,229.35,0.08
AWS,4,64,20,720,us-west,1yr-reserved,0.4404,317.12,0.11
AWS,4,64,20,720,us-west,3yr-reserved,0.3691,265.74,0.09
AWS,4,64,20,720,europe,on-demand,0.5034,362.48,0.13
AWS,4,64,20,720,europe,spot,0.3691,265.78,0.09
AWS,4,64,20,720,europe,1yr-reserved,0.4417,318.04,0.11
AWS,4,64,20,720,europe,3yr-reserved,0.4115,296.25,0.1
AWS,4,64,20,720,asia,on-demand,0.5253,378.22,0.13
AWS,4,64,20,720,asia,spot,0.4058,292.18,0.1
AWS,4,64,20,720,asia,1yr-reserved,0.4738,341.16,0.12
AWS,4,64,20,720,asia,3yr-reserved,0.4827,347.52,0.12
AWS,4,64,50,180,us-east,on-demand,0.4544,81.79,0.11
AWS,4,64,50,180,us-east,spot,0.2959,53.27,0.07
AWS,4,64,50,180,us-east,1yr-reserved,0.3887,69.96,0.1
AWS,4,64,50,180,us-east,3yr-reserved,0.3864,69.55,0.1
AWS,4,64,50,180,us-west,on-demand,0.4881,87.87,0.12
AWS,4,64,50,180,us-west,spot,0.3109,55.96,0.08
AWS,4,64,50,180,us-west,1yr-reserved,0.4311,77.6,0.11
AWS,4,64,50,180,us-west,3yr-reserved,0.3802,68.44,0.1
AWS,4,64,50,180,europe,on-demand,0.5168,93.03,0.13
AWS,4,64,50,180,europe,spot,0.3542,63.75,0.09
AWS,4,64,50,180,europe,1yr-reserved,0.4366,78.58,0.11
AWS,4,64,50,180,europe,3yr-reserved,0.4761,85.7,0.12
AWS,4,64,50,180,asia,on-demand,0.538,96.84,0.13
AWS,4,64,50,180,asia,spot,0.4309,77.57,0.11
AWS,4,64,50,180,asia,1yr-reserved,0.4706,84.7,0.12
AWS,4,64,50,180,asia,3yr-reserved,0.4545,81.8,0.11
AWS,4,64,50,360,us-east,on-demand,0.4876,175.54,0.12
AWS,4,64,50,360,us-east,spot,0.3635,130.87,0.09
AWS,4,64,50,360,us-east,1yr-reserved,0.4179,150.45,0.1
AWS,4,64,50,360,us-east,3yr-reserved,0.401,144.37,0.1
AWS,4,64,50,360,us-west,on-demand,0.5161,185.79,0.13
AWS,4,64,50,360,us-west,spot,0.3327,119.77,0.08
AWS,4,64,50,360,us-west,1yr-reserved,0.455,163.81,0.11
AWS,4,64,50,360,us-west,3yr-reserved,0.4164,149.92,0.1
AWS,4,64,50,360,europe,on-demand,0.5151,185.42,0.13
AWS,4,64,50,360,europe,spot,0.3892,140.11,0.1
AWS,4,64,50,360,europe,1yr-reserved,0.4293,154.55,0.11
AWS,4,64,50,360,europe,3yr-reserved,0.4597,165.49,0.11
AWS,4,64,50,360,asia,on-demand,0.5562,200.24,0.14
AWS,4,64,50,360,asia,spot,0.4096,147.47,0.1
AWS,4,64,50,360,asia,1yr-reserved,0.4954,178.34,0.12
AWS,4,64,50,360,asia,3yr-reserved,0.4345,156.41,0.11
AWS,4,64,50,540,us-east,on-demand,0.4581,247.4,0.11
AWS,4,64,50,540,us-east,spot,0.3343,180.55,0.08
AWS,4,64,50,540,us-east,1yr-reserved,0.4493,242.64,0.11
AWS,4,64,50,540,us-east,3yr-reserved,0.3543,191.31,0.09
AWS,4,64,50,540,us-west,on-demand,0.4777,257.94,0.12
AWS,4,64,50,540,us-west,spot,0.3132,169.13,0.08
AWS,4,64,50,540,us-west,1yr-reserved,0.48,259.21,0.12
AWS,4,64,50,540,us-west,3yr-reserved,0.4596,248.17,0.11
AWS,4,64,50,540,europe,on-demand,0.5047,272.53,0.13
AWS,4,64,50,540,europe,spot,0.3762,203.16,0.09
AWS,4,64,50,540,europe,1yr-reserved,0.4793,258.81,0.12
AWS,4,64,50,540,europe,3yr-reserved,0.3874,209.19,0.1
AWS,4,64,50,540,asia,on-demand,0.5731,309.5,0.14
AWS,4,64,50,540,asia,spot,0.3763,203.22,0.09
AWS,4,64,50,540,asia,1yr-reserved,0.5157,278.47,0.13
AWS,4,64,50,540,asia,3yr-reserved,0.453,244.61,0.11
AWS,4,64,50,720,us-east,on-demand,0.4756,342.42,0.12
AWS,4,64,50,720,us-east,spot,0.3676,264.67,0.09
AWS,4,64,50,720,us-east,1yr-reserved,0.4076,293.48,0.1
AWS,4,64,50,720,us-east,3yr-reserved,0.3572,257.18,0.09
AWS,4,64,50,720,us-west,on-demand,0.5084,366.03,0.13
AWS,4,64,50,720,us-west,spot,0.3158,227.35,0.08
AWS,4,64,50,720,us-west,1yr-reserved,0.4228,304.39,0.11
AWS,4,64,50,720,us-west,3yr-reserved,0.4426,318.68,0.11
AWS,4,64,50,720,europe,on-demand,0.5119,368.56,0.13
AWS,4,64,50,720,europe,spot,0.3825,275.39,0.1
AWS,4,64,50,720,europe,1yr-reserved,0.4727,340.34,0.12
AWS,4,64,50,720,europe,3yr-reserved,0.4637,333.84,0.12
AWS,4,64,50,720,asia,on-demand,0.5336,384.21,0.13
AWS,4,64,50,720,asia,spot,0.3529,254.11,0.09
AWS,4,64,50,720,asia,1yr-reserved,0.4752,342.18,0.12
AWS,4,64,50,720,asia,3yr-reserved,0.4323,311.26,0.11
AWS,4,64,100,180,us-east,on-demand,0.4774,85.94,0.12
AWS,4,64,100,180,us-east,spot,0.3199,57.57,0.08
AWS,4,64,100,180,us-east,1yr-reserved,0.4487,80.77,0.11
AWS,4,64,100,180,us-east,3yr-reserved,0.3733,67.19,0.09
AWS,4,64,100,180,us-west,on-demand,0.5237,94.27,0.13
AWS,4,64,100,180,us-west,spot,0.4136,74.45,0.1
AWS,4,64,100,180,us-west,1yr-reserved,0.4605,82.89,0.12
AWS,4,64,100,180,us-west,3yr-reserved,0.4393,79.07,0.11
AWS,4,64,100,180,europe,on-demand,0.5715,102.88,0.14
AWS,4,64,100,180,europe,spot,0.3756,67.61,0.09
AWS,4,64,100,180,europe,1yr-reserved,0.4616,83.08,0.12
AWS,4,64,100,180,europe,3yr-reserved,0.3886,69.94,0.1
AWS,4,64,100,180,asia,on-demand,0.5984,107.72,0.15
AWS,4,64,100,180,asia,spot,0.434,78.12,0.11
AWS,4,64,100,180,asia,1yr-reserved,0.5667,102.01,0.14
AWS,4,64,100,180,asia,3yr-reserved,0.5025,90.46,0.13
AWS,4,64,100,360,us-east,on-demand,0.4671,168.16,0.12
AWS,4,64,100,360,us-east,spot,0.3092,111.31,0.08
AWS,4,64,100,360,us-east,1yr-reserved,0.4057,146.05,0.1
AWS,4,64,100,360,us-east,3yr-reserved,0.3513,126.45,0.09
AWS,4,64,100,360,us-west,on-demand,0.5466,196.76,0.14
AWS,4,64,100,360,us-west,spot,0.3776,135.94,0.09
AWS,4,64,100,360,us-west,1yr-reserved,0.4316,155.36,0.11
AWS,4,64,100,360,us-west,3yr-reserved,0.4175,150.3,0.1
AWS,4,64,100,360,europe,on-demand,0.5606,201.81,0.14
AWS,4,64,100,360,europe,spot,0.3364,121.09,0.08
AWS,4,64,100,360,europe,1yr-reserved,0.4686,168.68,0.12
AWS,4,64,100,360,europe,3yr-reserved,0.4043,145.54,0.1
AWS,4,64,100,360,asia,on-demand,0.5942,213.9,0.15
AWS,4,64,100,360,asia,spot,0.4624,166.48,0.12
AWS,4,64,100,360,asia,1yr-reserved,0.5065,182.35,0.13
AWS,4,64,100,360,asia,3yr-reserved,0.4449,160.15,0.11
AWS,4,64,100,540,us-east,on-demand,0.4771,257.62,0.12
AWS,4,64,100,540,us-east,spot,0.3579,193.27,0.09
AWS,4,64,100,540,us-east,1yr-reserved,0.4079,220.29,0.1
AWS,4,64,100,540,us-east,3yr-reserved,0.4334,234.03,0.11
AWS,4,64,100,540,us-west,on-demand,0.5018,270.96,0.13
AWS,4,64,100,540,us-west,spot,0.3908,211.02,0.1
AWS,4,64,100,540,us-west,1yr-reserved,0.5032,271.71,0.13
AWS,4,64,100,540,us-west,3yr-reserved,0.4093,221.02,0.1
AWS,4,64,100,540,europe,on-demand,0.5448,294.2,0.14
AWS,4,64,100,540,europe,spot,0.4422,238.8,0.11
AWS,4,64,100,540,europe,1yr-reserved,0.4933,266.4,0.12
AWS,4,64,100,540,europe,3yr-reserved,0.4182,225.82,0.1
AWS,4,64,100,540,asia,on-demand,0.5819,314.22,0.15
AWS,4,64,100,540,asia,spot,0.4731,255.49,0.12
AWS,4,64,100,540,asia,1yr-reserved,0.5436,293.52,0.14
AWS,4,64,100,540,asia,3yr-reserved,0.4359,235.4,0.11
AWS,4,64,100,720,us-east,on-demand,0.4924,354.5,0.12
AWS,4,64,100,720,us-east,spot,0.3584,258.04,0.09
AWS,4,64,100,720,us-east,1yr-reserved,0.4481,322.6,0.11
AWS,4,64,100,720,us-east,3yr-reserved,0.4043,291.08,0.1
AWS,4,64,100,720,us-west,on-demand,0.5278,380.05,0.13
AWS,4,64,100,720,us-west,spot,0.388,279.38,0.1
AWS,4,64,100,720,us-west,1yr-reserved,0.4559,328.24,0.11
AWS,4,64,100,720,us-west,3yr-reserved,0.4118,296.5,0.1
AWS,4,64,100,720,europe,on-demand,0.5483,394.76,0.14
AWS,4,64,100,720,europe,spot,0.422,303.85,0.11
AWS,4,64,100,720,europe,1yr-reserved,0.4845,348.87,0.12
AWS,4,64,100,720,europe,3yr-reserved,0.4293,309.07,0.11
AWS,4,64,100,720,asia,on-demand,0.5711,411.17,0.14
AWS,4,64,100,720,asia,spot,0.3884,279.66,0.1
AWS,4,64,100,720,asia,1yr-reserved,0.477,343.45,0.12
AWS,4,64,100,720,asia,3yr-reserved,0.5171,372.32,0.13
AWS,4,64,200,180,us-east,on-demand,0.5522,99.39,0.14
AWS,4,64,200,180,us-east,spot,0.3589,64.6,0.09
AWS,4,64,200,180,us-east,1yr-reserved,0.4758,85.65,0.12
AWS,4,64,200,180,us-east,3yr-reserved,0.378,68.03,0.09
AWS,4,64,200,180,us-west,on-demand,0.6006,108.11,0.15
AWS,4,64,200,180,us-west,spot,0.4632,83.37,0.12
AWS,4,64,200,180,us-west,1yr-reserved,0.5146,92.63,0.13
AWS,4,64,200,180,us-west,3yr-reserved,0.4083,73.49,0.1
AWS,4,64,200,180,europe,on-demand,0.5935,106.83,0.15
AWS,4,64,200,180,europe,spot,0.3953,71.16,0.1
AWS,4,64,200,180,europe,1yr-reserved,0.5097,91.75,0.13
AWS,4,64,200,180,europe,3yr-reserved,0.4232,76.17,0.11
AWS,4,64,200,180,asia,on-demand,0.6322,113.8,0.16
AWS,4,64,200,180,asia,spot,0.4401,79.22,0.11
AWS,4,64,200,180,asia,1yr-reserved,0.5805,104.49,0.15
AWS,4,64,200,180,asia,3yr-reserved,0.5073,91.32,0.13
AWS,4,64,200,360,us-east,on-demand,0.5156,185.63,0.13
AWS,4,64,200,360,us-east,spot,0.4045,145.62,0.1
AWS,4,64,200,360,us-east,1yr-reserved,0.4689,168.81,0.12
AWS,4,64,200,360,us-east,3yr-reserved,0.4209,151.52,0.11
AWS,4,64,200,360,us-west,on-demand,0.5626,202.55,0.14
AWS,4,64,200,360,us-west,spot,0.3974,143.07,0.1
AWS,4,64,200,360,us-west,1yr-reserved,0.4923,177.23,0.12
